,outcome_sum,n_failed_trap_rounds,bqp_error,expected_outcome,majority vote outcome
circuit000.qasm,67,61,0.3449277937115822,0,1
circuit001.qasm,45,50,0.6131662607362389,1,0
circuit003.qasm,24,56,0.7499999999999996,1,0
circuit004.qasm,32,46,0.6767766952966366,1,0
circuit006.qasm,7,46,0.9176237822087159,1,0
circuit009.qasm,78,52,0.1982233047033637,0,1
circuit011.qasm,31,51,0.6249999999999999,1,0
circuit017.qasm,80,48,0.1723349570550453,0,1
circuit018.qasm,63,54,0.3574793696318806,0,1
circuit022.qasm,62,58,0.32322330470336336,0,1
circuit026.qasm,84,55,0.190640783230886,0,1
circuit030.qasm,66,37,0.25000000000000044,0,1
circuit037.qasm,61,57,0.28661165235168196,0,1
circuit038.qasm,55,45,0.39438313196968466,0,1
circuit039.qasm,76,43,0.3071383476483189,0,1
circuit044.qasm,55,46,0.3996152937115822,0,1
circuit045.qasm,82,53,0.1528037070550451,0,1
circuit049.qasm,72,51,0.3383883476483188,0,1
circuit050.qasm,67,48,0.3857233047033629,0,1
circuit055.qasm,71,53,0.3674174785275225,0,1
circuit056.qasm,29,54,0.6379441738241589,1,0
circuit059.qasm,29,49,0.7499999999999996,1,0
circuit060.qasm,70,50,0.3416917502555425,0,1
circuit064.qasm,60,54,0.38281250000000017,0,1
circuit067.qasm,28,45,0.6010072827198008,1,0
circuit070.qasm,40,59,0.6075050033032217,1,0
circuit071.qasm,66,45,0.33126578323088574,0,1
circuit072.qasm,70,55,0.3750000000000002,0,1
circuit073.qasm,72,46,0.32322330470336347,0,1
circuit075.qasm,83,53,0.12500000000000078,0,1
circuit077.qasm,69,58,0.32322330470336325,0,1
circuit078.qasm,14,47,0.8383883476483179,1,0
circuit080.qasm,23,49,0.7354854345603978,1,0
circuit082.qasm,42,53,0.60061468481594,1,0
circuit083.qasm,93,53,0.12500000000000078,0,1
circuit088.qasm,50,44,0.620053739104047,1,0
circuit089.qasm,31,48,0.6249999999999998,1,0
circuit093.qasm,65,53,0.3321462392637617,0,1
circuit094.qasm,61,54,0.38415291308792077,0,1
circuit095.qasm,37,52,0.669194173824159,1,0
circuit097.qasm,69,46,0.37500000000000006,0,1
circuit098.qasm,28,48,0.6369963586400991,1,0
circuit099.qasm,73,47,0.2866116523516816,0,1
circuit101.qasm,14,56,0.8276650429449548,1,0
circuit103.qasm,73,50,0.2683058261758413,0,1
circuit105.qasm,26,45,0.6186092227760895,1,0
circuit111.qasm,66,55,0.3102791308792041,0,1
circuit114.qasm,31,57,0.7499999999999997,1,0
circuit119.qasm,68,47,0.2919733047033635,0,1
circuit121.qasm,60,47,0.38872936963188087,0,1
circuit122.qasm,34,52,0.6421280324642585,1,0
circuit123.qasm,39,47,0.6319291547163131,1,0
circuit125.qasm,89,54,0.1418701528627665,0,1
circuit127.qasm,66,52,0.3630001537256544,0,1
circuit132.qasm,30,46,0.7042354345603976,1,0
circuit133.qasm,6,52,0.9095673531442079,1,0
circuit134.qasm,66,55,0.28488952738362483,0,1
circuit135.qasm,64,57,0.3705385327198012,0,1
circuit136.qasm,31,54,0.713388347648318,1,0
circuit137.qasm,79,49,0.24463834764831893,0,1
circuit145.qasm,38,48,0.6249999999999997,1,0
circuit147.qasm,6,46,0.908470869120795,1,0
circuit148.qasm,82,54,0.20312500000000072,0,1
circuit150.qasm,38,61,0.6142766952966366,1,0
circuit151.qasm,6,52,0.9267766952966365,1,0
circuit152.qasm,26,47,0.7392766952966366,1,0
circuit154.qasm,31,52,0.6950825214724776,1,0
circuit155.qasm,49,52,0.618209948795454,1,0
circuit161.qasm,32,45,0.658293365334277,1,0
circuit164.qasm,6,53,0.9374999999999993,1,0
circuit165.qasm,39,44,0.6169575214724774,1,0
circuit166.qasm,77,62,0.2645145654396024,0,1
circuit172.qasm,42,46,0.6691941738241587,1,0
circuit173.qasm,75,45,0.28661165235168196,0,1
circuit174.qasm,6,49,0.9267766952966361,1,0
circuit178.qasm,77,55,0.3167512177912839,0,1
circuit180.qasm,26,55,0.6127736628323779,1,0
circuit181.qasm,15,51,0.8535533905932733,1,0
circuit182.qasm,35,44,0.6066941738241588,1,0
circuit186.qasm,77,42,0.25915291308792066,0,1
circuit191.qasm,25,57,0.6874999999999998,1,0
circuit197.qasm,33,48,0.7180222988241589,1,0
circuit200.qasm,38,62,0.66392369567995,1,0
circuit201.qasm,38,48,0.7271177172801987,1,0
circuit202.qasm,63,50,0.2995558261758411,0,1
circuit210.qasm,32,55,0.6483225107362383,1,0
circuit212.qasm,30,52,0.7163492924096971,1,0
circuit214.qasm,63,58,0.3986674785275226,0,1
circuit215.qasm,8,53,0.853553390593273,1,0
circuit216.qasm,14,51,0.8535533905932731,1,0
circuit224.qasm,73,50,0.294424152351682,0,1
circuit231.qasm,62,42,0.393305826175841,0,1
circuit232.qasm,56,54,0.37776213586401014,0,1
circuit234.qasm,27,57,0.6727891356084676,1,0
circuit237.qasm,23,50,0.7567496955521786,1,0
circuit240.qasm,69,44,0.37196025549589073,0,1
circuit241.qasm,90,58,0.12886848440672682,0,1
circuit242.qasm,29,50,0.7196978151840593,1,0
circuit243.qasm,38,51,0.6249999999999997,1,0
circuit244.qasm,71,51,0.24777913087920445,0,1
